"name","introduction","altname","pathogenic_site","department","population","symptom","inspect","complication","treatment","medication"
"粘液表皮样癌","粘液表皮样癌(mucoepidermoid carcinoma)也称粘液表皮样肿瘤(mucoepidermoid tumor)，在涎腺肿瘤中占5%～10%。Stewart等根据其临床特点和组织学特征将其称为粘液表皮样肿瘤，并又分为良性及恶性两类。WHO也曾采用粘液表皮样瘤的名称，但以后许多学者认为这种命名分类并不恰当，认为此肿瘤全部为恶性，应称为粘液表皮样癌，并根据癌细胞分化程度的高低和生物学行为，将其分为低度恶性和高度恶性粘液表皮样癌。WHO1990年修订的涎腺肿瘤的命名及分类已采用这种分类方法。虽然“粘液表皮样”一词并不完全合适，但基本上反映了肿瘤的主要成分为粘液样细胞和表皮样细胞。粘液表皮样癌来源于腺管的上皮细胞。","粘液表皮样肿瘤","口","内分泌科,肿瘤科","所有人群","抽搐,生长缓慢,淋巴结肿大,结节","CT检查,颅脑CT","面神经炎,面肌抽搐","药物治疗","灵芝孢子粉胶囊,详细"
"侏儒症","矮小症或矮身材(short stature)是指在相似环境下身高较同种族、同性别同年龄健康儿童身高均值低2个标准差（-2SD）以上或处于第3百分位数以下其中部分属正常生理变异","垂体性矮小病,垂体性侏儒症,矮小症","颅脑","内分泌科,儿科","小孩发育不正常","异常矮小,囟门闭合晚,先天性骨发育不良","激发试验,生长激素激发试验,胰高糖素激发试验,血清生长激素","None","激素替代治疗","氨肽素硫酸锌片,氨肽素硫酸锌片,氨肽素硫酸锌片,详细"
"女性性早熟","性早熟(female precocious puberty)，即青春期发育明显提前，由于每个正常儿童青春期发育的开始时间变异较大，故很难确定青春期发育开始的正常和早熟时间的绝对界限，一般认为女孩8岁以前出现乳腺增大、阴毛生长、腋毛生长等任何一项或多项第二性征，或月经初潮开始于10岁以前，即为女性性早熟，也有学者主张儿童青春期与性发育早于当地正常儿童发育平均年龄2个或2.5个标准差以上者即为性早熟，女性性早熟占全部女性的0.2‰左右。","女性性机能发育过早","颅脑","内分泌科,内科,儿科","女性青春期","头痛,心理年龄大于生理年龄,甲状旁腺功能亢进,溢乳,阴道出血","LHRH试验,唾液睾酮,颅脑CT,颅脑MRI,黄体生成素","卵巢囊肿,甲亢,巨人症","药物治疗支持性治疗","注射用醋酸曲普瑞林,达那唑胶囊,注射用醋酸亮丙瑞林微球,详细"
"甲状腺功能减退伴发的精神障碍","甲状腺功能减退是由于甲状腺素不足或缺乏引起的全身性疾病，精神障碍是甲状腺功能减退的常见征象，随发病的年龄不同，临床上一般分为三种类型：克汀病（呆小病）、幼年粘液水肿、成人甲状腺功能减退症。","None","心理","内分泌科,精神病科","中年多见","嗜睡,步态不稳,多疑,构音障碍,无目的咀嚼舐唇","多普勒超声心动图,心电图,甲状腺吸碘试验,脑电图,血脂","呆小症",,"天麻醒脑胶囊,尼麦角林片,详细"
"急性甲状腺炎","急性甲状腺炎是甲状腺发生的急性化脓性感染。它是由细菌或真菌感染所致。细菌或真菌经血液循环、淋巴道或邻近化脓病变蔓延侵犯甲状腺引起急性化脓性炎症，其中以邻近化脓性病灶蔓延最多见继发感染也是另一种可能的原因。急性甲状腺炎起病较急，有高热、出汗及全身不适，甲状腺部位出现局部肿块，触痛很明显，局部皮肤发红、发热。","None","甲状腺","内分泌科","中年女性","咽痛,头痛,鼻塞,甲状腺肿大,吞咽困难","T3抑制试验,全身体检,白细胞分类计数,血清抗甲状腺过氧化物酶自身抗体","急性化脓性甲状腺炎,急性放射性甲状腺炎,小儿亚急性甲状腺炎,小儿急性化脓性甲状腺炎,亚急性甲状腺炎",,"维生素B1片,左甲状腺素钠片,左甲状腺素钠片,详细"
"胰岛素瘤","胰岛素瘤(lusulinoma)为胰岛B细胞肿瘤，亦称内源性高胰岛素血症，为器质性低血糖症中较常见的病因。占胰岛细胞肿瘤的70～75%。大多数为良性，恶性者占10～16%。胰岛素瘤可发生于任何年龄，但多见于青、中年，约74.6%的病人发生于20～59岁。男性多于女性，男女之比为1.4～2.1。","内源性高胰岛素血症，胰岛β细胞瘤,胰岛瘤","胰腺","内分泌科,肿瘤科","所有人群","皮肤苍白,颤抖,步态不稳,抽搐,肝脏肿大","CT检查,MRI,胰高血糖素,血清胰岛素原,钙激发试验","垂体瘤","药物治疗、手术治疗","醋酸奥曲肽注射液,氟尿嘧啶注射液,善龙注射用醋酸奥曲肽微球,详细"
"慢性肾上腺皮质功能减退症","当两侧肾上腺绝大部分被破坏，出现种种皮质激素不足的表现，称肾上腺皮质功能减退症。可分原发性及继发性。原发性慢性肾上腺皮质功能减退症又称Addison病，比较少见；继发性可见下丘脑－垂体功能低下患者，由于CRF或ACTH的分泌不足，以致肾上腺皮质萎缩。","艾迪生病,Addison病","肾上腺","内分泌科","多见于成年人","尿中持续性排钠,昏迷,肚子疼,消瘦,胃肠道症状","促肾上腺皮质激素,促肾上腺皮质激素兴奋试验,淋巴细胞数,葡萄糖耐量试验,血浆皮质醇","休克,晕厥",,"醋酸氢化可的松片,醋酸泼尼松龙片,氢化可的松注射液,详细"
"肢端肥大症","系腺垂体分泌生长激素(GH)过多所致。青少年因骨骺未闭形成巨人症;青春期后骨骺已融合则形成肢端肥大症;少数青春期起病至成年后继续发展形成肢端肥大性巨人症。","巨人症，肢端肥大 ，","颅脑","内分泌科","无特殊发病群体","肥胖,内分泌功能亢进,皮肤肥厚,下颌前突,头痛","CT检查,MRI,催乳素,普通透视检查,骨密度","糖尿病,高血压,心律失常,睡眠障碍,尿崩症","药物治疗、手术治疗","醋酸奥曲肽注射液,生长抑素,甲磺酸溴隐亭片,详细"
"垂体性侏儒症","垂体性侏儒症系指青春期以前垂体前叶生长激素缺乏所致的生长发育障碍。目前对此病唯一有效的治疗方法是进行人生长激素（hGH）替代疗法。","垂体性矮小病,垂体性侏儒症,矮小症","颅脑","内分泌科","儿童","子宫小,成年后的容貌仍似儿童,外阴幼稚,生长缓慢,成年后的容貌仍似儿童","生长激素激发试验,胰岛素低血糖兴奋GH、ACTH试验,血清生长激素","拉肚子,感染性腹泻","激素替代治疗","注射用重组人生长激素,详细"
"青年人中的成年发病型糖尿病","年青的成年发病型糖尿病，缩写为MODY(maturity onset diabetes of the young)。1975年由Fajans和tattersall依据1950年以来系列报道分析，将此型具有发病年龄早、以常染色体显性遗传为共同特点的非胰岛素依赖型糖尿病命名为MODY。1985年WHO的分类属非胰岛素依赖型糖尿病的一种亚型。近来随着分子遗传学的进展以及对糖尿病病因和发病机制的深入研究，1997年ADA和1999年WHO糖尿病专家报告，将其归类为特殊型，属单基因突变的胰岛β细胞功能遗传缺陷所致糖尿病。","青春晚期糖尿病,青年人中的非胰岛素依赖型糖尿病","胰腺","内分泌科","青壮年多发","多尿,血糖升高,多饮,血压高,多饮","眼底检查,空腹血葡萄糖,肝功能,肾功能,葡萄糖耐量试验","高血压,视网膜病变","病因治疗、对症治疗","金芪降糖胶囊,消渴康颗粒,详细"
"生长激素缺乏症","生长激素(GH)是人体促进生长的主要因素。影响身高的因素很多，在儿童、青少年时期，垂体GH分泌不足或缺乏，患者的生长都会出现明显障碍。其他原因还有营养不良、种族遗传、社会心理因素、多种躯体疾病包括内分泌与非内分泌性疾病等。如果身高低于同民族、同年龄的30%以下，或成人身高小于120cm，就是侏儒症(dwarfism)。","None","颅脑","内分泌科","青春期前儿童","声调似小孩,糖类皮质激素分泌过少,毛发色淡而呈棕色,抑郁,无胡须","CT检查,左旋多巴兴奋GH试验,精氨酸兴奋GH试验,胰岛素低血糖兴奋GH、ACTH试验,血清生长激素","下丘脑疾病","药物治疗","注射用重组人生长激素,注射用重组人生长激素,甲磺酸溴隐亭片,详细"
"泌乳素瘤","泌乳素瘤是最常见的垂体瘤，由垂体泌乳素细胞瘤分泌过量泌乳素(PRL)引起的内分泌疾病，临床以高泌乳素血症、溢乳症或溢乳-闭经综合征为主要表现。多见于20～30岁的女性，男性少见。","None","颅脑","肿瘤科,内分泌科","育龄期妇女易发","水潴留,溢乳,男子性功能障碍,肥胖","MRI,泌乳素兴奋试验,泌乳素分泌抑制试验,灭吐灵兴奋PRL试验,脑垂体CT","高泌乳素血症,肢端肥大症,泌乳素瘤","药物治疗、手术治疗","止痛化癥胶囊,调经促孕丸,甲磺酸溴隐亭片,详细"
"亚临床甲状腺功能减退症","甲状腺功能减退症(hypothyroidism，简称甲减)，是多种原因引起的甲状腺激素(TH)合成、分泌或生物效应不足所致的一组内分泌疾病。仅有血清促甲状腺激素(TSH)水平轻度升高，而血清甲状腺激素(FT4，FT3)水平正常，患者无甲减症状或仅有轻微甲减症状，称为亚临床甲状腺功能减退症(subclinical hypothyroidism，简称亚临床甲减)，又称为轻微型甲减、潜伏期型甲减、生化性甲减和甲状腺储量减少。","None","全身","内分泌科","多见于中青年","粘液性水肿面容,疲乏,皮肤干燥,反应迟钝,心脏扩大","心电图,甲状腺放射性核素显像,血清FT3,血清FT4,血清促甲状腺激素","心绞痛,高血压","药物治疗、","甲状腺片,甲状腺片,左甲状腺素钠片,详细"
"肾上腺危象","指由各种原因导致肾上腺皮质激素分泌不足或缺如而引起的一系列临床症状，可累及多个系统。主要表现为肾上腺皮质激素缺乏所致的症状，如脱水、血压下降、体位性低血压、虚脱、厌食、呕吐、精神不振、嗜睡乃至昏迷。","None","肾上腺","内分泌科","原基础疾病继发","烦躁不安,皮质功能减退,恶心,昏迷,嗜睡","白细胞分类计数,肾上腺CT,肾上腺MRI,肾上腺皮质显像,血清促肾上腺皮质激素","休克","药物治疗","醋酸氢化可的松片,醋酸泼尼松龙片,贞芪扶正颗粒,详细"
"糖尿病性周围神经病","糖尿病性周围神经病是糖尿病最常见的慢性并发症之一，是一组以感觉和自主神经症状为主要临床表现的周围神经病。它与糖尿病肾病和糖尿病视网膜病变共同构成糖尿病三联症，严重影响糖尿病人的生活质量。","糖尿病性周围神经病变","周围神经系统","神经内科,内分泌科","糖尿病患者","反应迟钝,恶心,头晕,颤抖,浅感觉减退或缺失","肌电图,肝功能,肾功能,葡萄糖耐量试验,血沉方程K值","周围神经病损,视网膜病变","药物治疗、中药治疗","普瑞巴林胶囊,甲钴胺片,西洛他唑片,详细"
"巨人症","系腺垂体分泌生长激素（GH）过多所致。青少年因骨骺未闭形成巨人症；青春期后骨骺已融合则形成肢端肥大症；少数青春期起病至成年后继续发展形成肢端肥大性巨人症。本病早期（形成期），体格、内脏普遍性肥大，垂体前叶功能亢进；晚期（衰退期），体力衰退，出现继发性垂体前叶功能减退。","None","颅脑","内分泌科","青春期起病至成年","多尿,多饮,儿童期过度生长,肢体过度肥大,异常高大","四肢的骨和关节平片,头颅平片,葡萄糖耐量试验,血清生长激素,阿托品抑制GH试验","肾上腺皮质功能减退症","药物治疗、手术治疗","游离脂肪酸检测试剂盒(酶比色法),详细"
"糖尿病皮肤感染","糖尿病皮肤感染是糖尿病患者的一个常见，比较严重的并发症，有1/3的糖尿病病人，并发有皮肤感染。有许多患者因为护理不当或失治误治而致残。","None","皮肤","内分泌科,皮肤科","糖尿病患者","足癣,糖代谢紊乱",,"None",,"莫匹罗星软膏,肠内营养混悬液(TPF),法罗培南钠片,详细"
"急性淋巴管炎","由链球菌引起的皮内或皮下淋巴管的急性炎症，多发于四肢，病原菌常由皮肤破损处侵入，或由其它化脓病灶扩散而来。","None","淋巴","内分泌科,普外科","中青年多见","纵隔淋巴结增生,发烧,头痛,皮肤发红,压痛","WBC","淋巴管炎,急性淋巴管炎","药物治疗","羟布宗片,醋酸泼尼松片,醋酸泼尼松片,详细"
"高渗性非酮症性糖尿病昏迷","糖尿病高渗性昏迷(HNDC)是糖尿病一种较少见的严重急性并发症，多见于老年无糖尿病史或非胰岛素依赖型糖尿病轻症患者，但也可见于胰岛素依赖型糖尿病患者。患者原有胰岛素分泌不足，在诱因作用下血糖急骤上升，促进糖代谢紊乱加重，致细胞外液呈高渗状态，发生低血容量高渗性脱水，原有动脉硬化使大脑皮质供血不足和缺氧，以致造成精神神经症状及昏迷。","消渴厥","颅脑","内分泌科","老年人，肾功能下降者 ","多饮,多尿,嗜睡,烦渴多饮,呼吸中可有烂苹果味","尿丙酮,尿葡萄糖,葡萄糖可的松耐量试验,血浆渗透压,餐后2小时血糖","肾功能衰竭,心律失常",,"止渴降糖胶囊,七味地骨胶囊,格列吡嗪控释片,详细"
"吸入性损伤","吸入性损伤是指吸入有毒烟雾或化学物质对呼吸道所致的化学性损伤，严重者可直接损伤肺实质。其多发生于大面积，尤其是伴有头面部烧伤患者。","None","肺","呼吸内科,烧伤科,急诊科","所有人群","呼吸困难,心率增快,粘膜充血,气管隆突以上的损伤,声音嘶哑","尿常规,胸部平片,血液生化六项","吸收不良综合征","药物治疗","化痰平喘片,富马酸福莫特罗片,养肝片,详细"
"烧伤后心功能障碍","烧伤后心脏并发症与休克、应激、电解质紊乱及侵袭性感染有关，常见的有心律失常、心力衰竭、心肌梗塞、心肌炎等。心律失常有窦性心动过速、阵发性室上性心动过速、室性心动过速、窦性心动过缓、心房纤颤等，其中心窦心动过速最常见。","None","心脏","心血管内科,烧伤科","烧伤后患者 ","呼吸困难,心慌,心动过速,心脏扩大,颈静脉怒张","心电图,手背浅静脉充盈度","心源性休克,急性心肌梗死,急性心包炎,心肌病","药物治疗支持性治疗","肠内营养混悬液(SP),短肽型肠内营养剂,肠内营养混悬液(TP-MCT),详细"
"小儿烧伤","烧伤因年龄的特点及活动范围与成人不同，日常生活中以热水烫伤多见，少数为火烧伤或其他高温物质及化学物质所致。小儿烧伤多发生在幼儿期和学龄前期，特别是1～4岁小儿。小儿烧伤的程度与热源温度和接触的时间密切相关，也与小儿皮肤娇嫩及自己不能消除致伤原因等特点有关。因此，同样条件下小儿烧伤时其损伤程度比成人严重。同样面积的烧伤，小儿比成人更易发生脱水、酸中毒及休克。小儿机体抗感染能力较弱，且创面被污染的机会又多，因此发生局部和全身感染的机会也超过成人，易发生败血症。","None","皮肤","烧伤科,儿科","小儿","热痛,高热,无尿,烦躁不安,烧伤创面粪臭味分泌物","体温,尿素,尿谷草转氨酶,脉搏,血清钠","菌血症,休克",,"注射用盐酸头孢甲肟,小儿肺热咳喘颗粒4克,小儿七星茶颗粒,详细"
"烧伤休克","烧伤休克绝大多数为继发性休克，通常发生在烧伤后最初数小时或十多个小时，属于低血容量性休克，是由于受伤局部有大量血浆液自毛细血管渗出至创面和组织同间隙，造成有效循环血量减少。","None","全身","烧伤科,急诊科","所有人群","烧伤后尿量减少,烧伤后恶心与呕吐,手掌疤痕畸形,昏迷,呼吸困难","RBC,红细胞压积(HCT),血浆渗透压,血清阳离子,血红蛋白","肾衰","补液疗法、手术疗法、物理疗法、药物疗法","康复新液,冰栀伤痛气雾剂,丹参酮胶囊,详细"
"化学烧伤","化学烧伤(chemicalburns)的损害程度，与化学品的性质、剂量、浓度、物理状态(固态、液态、气态)、接触时间和接触面积的大小，以及当时急救措施等有着密切的关系。 化学物质对局部的损伤作用，主要是细胞脱水和蛋白质变性，有的产热而加重烧伤。有的化学物质被吸收后可发生中毒。","None","全身","烧伤科","常接触化学物者","乏力,呼吸困难,呼吸急促,高热,昏迷","体温,动态血压监测(ABPM)","肾衰,贫血","对症治疗、药物治疗","湿润烧伤膏,解毒烧伤软膏,养肝片,详细"
"电烧伤","电损伤在临床上有两类。其一是全身性损伤，称电击伤。其皮肤损伤轻微，电流进入体内立即传遍全身，主要损伤心脏，引起血液动力学剧烈改变。由此呈现心悸、眩晕、意识障碍等，可发生电休克、甚至心跳呼吸骤停。急救使病人迅速脱离电源，施行复苏术。另一类是局部损伤，电流在其传导受阻的组织产生热力，造成组织蛋白凝固或炭化、血栓形成等，称电烧伤。而且电流传导路径的组织细胞（例如血管内皮），还可因电解作用受到损害，发生变性、坏死。电烧伤病人并非受全身性损伤，但因后者程序轻，只有一时性症状，恢复后局部损伤为主要问题。","None","全身","烧伤科","多发群体、直接从事电业工作...","毒血症,心电图异常,重度烧伤,烧伤创面苍白或焦黄炭化,皮肤坏死","全血容量,尿常规,心电图","白内障,休克","急救、全身治疗、局部治疗","湿润烧伤膏,解毒烧伤软膏,丹参酮胶囊,详细"
"小儿烫伤","烫伤(burn injuries)是指单纯由热水、蒸汽、火焰等高温所造成的热烧伤。小儿由于受好奇心强、对危险因素的认知能力不足的影响，在日常环境中存在危险因素时容易发生烫伤意外，重者可造成局部和全身严重伤害，甚至使患儿致残、致死。","None","皮肤","烧伤科,外科,儿科","儿童","烫伤水泡破了,水肿,组织坏死,血压下降,少尿","便常规,尿常规,心电图,血液电解质,酸碱度(pH)值测定","休克,代谢性酸中毒,败血症",,"烧烫伤膏,烫伤油,小儿肺热咳喘颗粒4克,详细"
"应激性溃疡","应激性溃疡是多发性外伤，严重全身性感染，大面积烧伤，休克、多器官功能衰竭等严重应激反应情况下发生的急性胃粘膜病变，是上消化道出血常见原因之一。应激性溃疡的病灶有4大特点：①是急性病变，在应激情况下产生;②是多发性的;③病变散布在胃体及胃底含壁细胞的泌酸部位，胃窦部甚为少见，仅在病情发展或恶化时才偶而累及胃窦部;④并不伴高胃酸分泌。","烧伤应激性溃疡综合征","胃","消化内科,烧伤科","创伤、手术后、休克、服用损...","大便黑色,创伤,水肿,粘膜充血,低血容量休克","粪便隐血试验,纤维胃镜检查,胃蛋白酶,血清胃泌素,血红蛋白","休克","药物治疗、输血治疗","奥美拉唑肠溶胶囊,西咪替丁片,奥美拉唑镁肠溶片,详细"
"冻伤","冻伤是一种由寒冷所致的末梢部局限性炎症性皮肤病，是一种冬季常见病，以暴露部位出;现充血性水肿红斑，遇温高时皮肤瘙痒为特征，严重者可能会出现患处皮肤糜烂、溃疡等现象。该病病程较长，冬季还会反复发作，不易根治。对于一些年轻女士而言，不仅影响了双手的美观度，还给生活带来了极大的不便。在治疗方面，虽方法较多，但很少能根治，所以常令人感到棘手。","寒害","全身","烧伤科,皮肤科","所有人群","皮肤冻伤,脚冻伤,寒战,反应迟钝,耳冻伤","皮肤弹性,皮肤颜色","低血压","药物、物理、中医科治疗","云南白药酊,如意油,十灵油,详细"
"触电","电击伤（electrical）俗称触电，通常是指人体直接触及电源或高压电经过空气或其他导电介质传递电流通过人体时引起的组织损伤和功能障碍，重者发生心跳和呼吸骤停。超过1000V（伏）的高压电还可引起灼伤。闪电损伤（雷击）属于高压电损伤范畴。","电击伤","全身","烧伤科,急诊科","儿童及工作人员多见","面色苍白,心脏骤停,昏迷,紫绀,惊跳","X线头影测量,便常规,尿常规,肝功能,肾功能","瘫痪,耳聋,肾衰,休克,骨折","对症治疗支持治疗","氨酪酸片,盐酸甲氯芬酯胶囊,神经肌肉刺激仪,详细"
"烧伤感染","烧伤后皮肤做为人体抵御微生物入侵的天然屏蔽被破坏，而且坏死的皮肤组织又是微生物生长繁殖的良好的“培养基”。因此，烧伤创面极易感染。近年来，由于烧伤休克救治水平的提高，休克死亡率明显下降。而烧伤感染却成为严重烧伤的主要死亡原因。烧伤感染的防治是烧伤治疗的关键。","None","全身","烧伤科","烧伤后卫生状况不好的患者多...","脓包,烧伤创面淡黄色粘稠分泌物,烧伤创面甜腥气味的粘稠分泌物,伤口愈合发痒,烧伤创面焦痂提前潮解、脱落或出现虫咬样变化","尿常规,尿液细菌培养,细菌感染免疫检测","高钠血症,菌血症","药物治疗、感染局部外科处理","复方炉甘石外用散,盐酸左氧氟沙星氯化钠注射液,丹参酮胶囊,详细"
"烧伤","烧伤一般是指由热力(包括热液、蒸汽、高温气体、火焰、电能、化学物质、放射线、灼热金属液体或固体等)所引起的组织损害。主要是指皮肤和/或黏膜的损害，严重者也可伤及其下组织。也有将热液、蒸汽所致之热力损伤称为烫伤，火焰、电流等引起者称为烧伤。","None","全身","烧伤科,急诊科","所有人群","剧痛,烧伤创面淡黄色粘稠分泌物,烧伤创面甜腥气味的粘稠分泌物,烧伤后恶心与呕吐,烧伤后脉搏增速","皮损,皮肤颜色,血清N-乙酰-β-氨基葡萄糖酶,血清胆碱酯酶","休克","药物治疗、手术治疗","除疤膏,复方氨维胶囊,丹参酮胶囊,详细"
"甲状旁腺功能减退症","甲状旁腺功能减退症(hypoparathyroidism，简称甲旁减)是指甲状旁腺激素(PTH)分泌减少和(或)功能障碍的一种临床综合征。甲状旁腺功能减退症在临床上常见的主要有特发性甲旁减、继发性甲旁减、低血镁性甲旁减和新生儿甲旁减，其他少见的包括假性甲旁减、假-假性甲旁减、假性特发性甲旁减等。","None","颈部","内分泌科","甲状旁腺发育不全多见于新生...","肚子疼,皮肤干燥,性欲减退,心动过速,手足麻木","尿钙,心电图,甲状旁腺激素试验,血清甲状旁腺激素,血清碱性磷酸酶","白内障,神经官能症","药物治疗","氯化钙注射液,左甲状腺素钠片,阿法骨化醇软胶囊,详细"
"甲亢性心脏病","甲状腺功能亢进性心脏病是指在甲状腺功能亢进症时，甲状腺素对心脏的直接或间接作用所致的心脏扩大、心功能不全、心房纤颤、心绞痛甚至心肌梗死、病态窦房结综合征和心肌病等一系列心血管症状和体征的一种内分泌代谢紊乱性心脏病。有时仅次于甲亢危象，是甲亢病人死亡的重要原因。","甲亢性心病","甲状腺","内分泌科,心胸外科","有基础病者","胸部沉重感,微循环障碍,心脏重量增加,二尖瓣脱垂,甲亢面容","心电图,心脏血管超声检查,心血管造影,血清FT3,血清FT4","二尖瓣脱垂综合征","药物治疗、放射性碘治疗、外科手术","阿替洛尔片,甲巯咪唑片,冠心康胶囊,详细"
"肾上腺皮质功能减退症","肾上腺皮质功能减退症按病因可分为原发性和继发性，按病程可分为急性和慢性。原发性肾上腺皮质功能减退症中最常见的是艾迪生(Addison)病，其常见病因为肾上腺结核或自身免疫性肾上腺炎;少见的病因包括深部真菌感染、免疫缺陷、病毒感染、恶性肿瘤、肾上腺广泛出血、手术切除、肾上腺脑白质营养不良及POEMS病等。继发性肾上腺皮质功能减退症，最常见于长期应用超生理剂量的糖皮质激素，也可继发于下丘脑-垂体疾病，如鞍区肿瘤、自身免疫性垂体炎、外伤、手术切除、产后大出血引起垂体大面积梗死坏死，即希恩(Sheehan)综合征等。","None","肾上腺","内分泌科","男性略少于女性","背痛,发绀,烦躁不安,肚子疼,腋毛和阴毛脱落","促肾上腺皮质激素兴奋试验,心电图,血清促肾上腺皮质激素,血清钠,血清钾","尿崩症,阳痿","药物治疗","氢化可的松注射液,氢化可的松注射液,醋酸氢化可的松片,详细"
"先天性肾上腺皮质增生症","先天性肾上腺皮质增生症(congenital adrenal cortical hyperplasia，CAH)是由于肾上腺皮质激素生物合成酶系中某种或数种酶的先天性缺陷，使皮质醇等激素水平改变所致的一组疾病。常呈常染色体隐性遗传。临床上以21-羟化酶缺陷症为最常见，占90%以上，其发病率约为1/4500新生儿，其中约75%为失盐型，其次为11β-羟化酶缺陷症，约占5%～8%，其发病率约为1/5000～7000新生儿。其他类型均为罕见。","肾上腺性变态综合征","肾上腺","内分泌科","儿童多见","高睾酮血症,双侧肾上腺皮质增生,青春期后无精液,盐类皮质激素分泌过多,21-羟化酶缺陷症","促肾上腺皮质激素兴奋试验,尿黄体酮,膀胱造影,血浆17-羟孕酮,血清促肾上腺皮质激素","尿道下裂,隐睾",,"醋酸氢化可的松片,氢化可的松,氢化可的松片,详细"
"儿童糖尿病","小儿糖尿病，多为第一型或需胰岛素型糖尿病，是由于胰岛素分泌不足所引起的内分泌代谢疾病，以碳水化合物、蛋白质及脂肪代谢紊乱为主，引起高血糖及尿糖，小儿易出现酮症酸中毒，后期常有血管病变，眼及肾脏受累。儿童时期的糖尿病是指在15岁以下发生的糖尿病。根据不同的病因，可将儿童时期的糖尿病(diabetes mellitus of childhood)分为：胰岛素依赖型糖尿病(insulin dependent diabetes mellitus，IDDM)、非胰岛素依赖型糖尿病(non-insulin dependent diabetes mellitus，NIDDM)、营养不良性糖尿病、糖耐量损伤及其他类型的糖尿病。5～6岁及10～14岁小儿多发病，5岁以下小儿少见。目前，小儿二型糖尿病发病率再也提高，胰岛素敏感性降低，胰岛素分泌水平高于正常人。","小儿糖尿病,儿童期糖尿病","胰腺","儿科,内分泌科","5～6岁及10～14岁小儿多发病，...","多尿,多饮,多食,消瘦","尿葡萄糖,尿蛋白质,胸部B超,血清C肽,血红蛋白","None","药物治疗","盐酸二甲双胍缓释片,降糖宁胶囊,参芪降糖颗粒,详细"
"甲状腺微小癌","甲状腺微小癌用来描述甲状腺触不到异常肿物，而在颈部淋巴结表现转移性甲状腺肿瘤的病例。世界卫生组织1988年限定肿瘤直径≤1.0cm的甲状腺癌结节为甲状腺微小癌。","甲状腺隐匿性癌","甲状腺","肿瘤科,内分泌科","所有人群","甲状腺结节,骨转移,肺部转移,囊性坏死,颈部囊性病变","CT检查,甲状腺、甲状旁腺B超,血清抗甲状腺球蛋白抗体,血清抗甲状腺过氧化物酶抗体,血清降钙素","None","病因治疗、对症治疗","甲状腺片,注射用盐酸表柔比星,注射用盐酸多柔比星,详细"
"糖尿病性神经病","糖尿病性神经病是糖尿病的代谢障碍及血管病变所致的周围及中枢神经系统损害。其并发率过去统计认为约5%。但肌电图、神经传导速度及脑诱发电位的检查发现早期、轻微神经系统改变的发生率可高达92%-96%。","None","颅脑","神经内科,内分泌科","中老年","低血糖性昏迷,感觉障碍,消瘦,高渗性昏迷,周围神经损害","尿葡萄糖,尿酮体,肌电图","脑血栓,脑梗死","西药","普瑞巴林胶囊,甲钴胺片,还原型谷胱甘肽片,详细"
"高脂蛋白血症","高脂蛋白血症(hyperlipoproteinemia)是指血浆中胆固醇(TC)和(或)三酰甘油(TG)水平升高。实际上是血浆中某一类或某几类脂蛋白水平升高的表现。","None","血液血管","心血管内科","肥胖、缺乏运动者","头晕,血液粘度增高,血脂异常,血压高,高粘滞综合征","脂蛋白电泳,脂蛋白电泳(SLE,LPE,LE),血清极低密度脂蛋白-胆固醇,血清载脂蛋白A-Ⅰ,血脂","急性胰腺炎","药物、饮食、运动治疗","藻酸双酯钠片,考来烯胺,阿昔莫司胶囊,详细"
"低钙血症","低钙血症是指血清离子钙浓度异常减低。但由于临床上一般仅测定总钙，故总钙水平低于正常也称为低钙血症。血总钙降低可在低蛋白质血症时出现，并不一定反映离子钙的降低，因此血钙降低不一定和离子钙降低一致，但一般情况下两者是一致的。血清蛋白浓度正常时，血钙低于2.2mmol/L时称为低钙血症。低钙血症一般指游离钙低于正常值。酸中毒或低蛋白血症时仅有蛋白结合钙降低;反之，碱中毒或高蛋白血症时，游离钙虽降低，但蛋白结合钙增高，故血清钙仍可正常。","低血钙","血液血管","内分泌科,内科","甲状旁腺功能异常及老年人多...","睡觉时小腿抽筋,手酸,骨软化,抽搐,面部叩击征","心电图,眼科检查,肝功能,肾功能,血清钙","窦性心动过速,房室传导阻滞,充血性心力衰竭","药物治疗支持性治疗","牡蛎碳酸钙颗粒,维D2磷酸氢钙片,奥利司他胶囊,详细"
"甲状腺功能正常的甲状腺肿大","甲状腺组织有强大的浓集碘的能力，人的甲状腺每天需要60--80ug的碘以产生具有生理活性甲状腺激素。在体内，甲状腺所分泌的甲状腺激素和垂体所分泌的促甲状腺激素(TSH)间存在着相互依赖、相互制约的反馈关系，缺碘时，甲状腺细胞不能合成足够的甲状腺激素，血中甲状腺激素浓度下降，甲状腺激素对垂体分泌(TSH)的抑制作用减弱，垂体TSH的分泌增加，血中TSH水平升高，引起甲状腺肥大增生。","None","甲状腺","内分泌科,内科,外科","青中年多见","甲状腺肿大,甲状腺肿,囊性肿块,甲状腺肿,结节","T3抑制试验,甲状腺B超,甲状腺素(T4),血清促甲状腺激素,血清抗甲状腺抗体","甲状腺功能正常的甲状腺肿大",,"左甲状腺素钠片,夏枯草膏,左甲状腺素钠片,详细"
